Unnamed: 0,average_length(inches)),average_weight(ounces)),ph_of_water,life_span,idlewater,lakes,ponds,rivers,slowmovingwaters,Black_and_Orange,Calico,Green_and_Chocolate,Orange,Red_and_Silver,Red_and_White_Bi_Color,Reddish_Orange,White,Yellow,Female,Male
976,12.87,16.11,6.6,19.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
723,17.92,18.27,7.6,2.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1266,10.7,13.32,6.5,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1643,2.3,14.42,7.7,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1337,4.41,13.69,6.7,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
725,7.29,17.76,7.1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,12.99,16.14,7.8,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,5.35,12.09,7.4,4.5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
877,7.22,12.57,7.2,10.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
599,15.1,18.06,6.3,27.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
957,7.97,11.45,7.4,4.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1946,17.28,15.19,6.6,5.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
569,11.26,14.22,6.0,19.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
455,17.67,9.62,6.3,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
197,16.79,11.62,7.1,12.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
452,2.27,14.81,6.6,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1415,7.53,18.96,6.4,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1719,12.87,9.07,6.8,16.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
667,14.4,14.62,7.6,13.4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1143,5.79,9.32,6.2,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1391,7.72,5.82,6.5,20.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1147,13.95,5.07,7.5,24.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
315,13.35,16.64,6.3,28.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1361,1.0,6.73,7.2,24.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1531,7.88,11.64,6.9,25.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1741,1.14,16.58,7.5,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1773,17.81,18.19,7.7,19.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
456,15.92,9.9,7.6,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
869,5.46,18.3,7.6,22.1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1459,12.25,13.85,6.3,26.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
723,13.95,12.3,7.8,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1771,11.21,11.2,7.6,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1691,4.63,17.83,6.8,2.8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
858,4.41,4.74,6.2,17.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1305,15.22,14.41,6.8,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
905,15.7,11.24,6.4,17.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
906,3.91,17.06,6.8,26.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
180,10.52,16.93,6.5,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1264,16.81,6.37,7.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
285,2.58,18.96,7.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1704,4.43,18.88,7.3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
815,16.88,18.66,7.1,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,15.52,16.97,6.6,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
387,16.5,8.92,7.6,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1912,11.44,18.54,7.2,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614,5.19,12.22,6.3,22.3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1641,3.15,10.96,6.1,24.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1849,16.19,9.19,7.1,8.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1834,17.24,18.29,6.5,4.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
954,15.25,18.09,6.8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1092,6.28,13.82,7.4,25.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
889,1.0,18.06,7.3,11.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
535,2.09,16.87,7.1,11.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1782,15.65,15.37,7.7,22.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
289,15.79,15.28,7.7,7.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
136,2.87,6.58,6.1,14.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
811,14.98,10.21,7.4,2.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
795,18.9,16.54,6.9,22.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
373,16.89,9.8,7.7,28.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
274,15.65,17.6,7.6,26.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
736,8.4,18.96,7.6,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
859,10.26,5.11,7.0,22.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
450,16.72,4.62,7.8,21.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1488,13.82,18.25,6.2,22.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
891,16.71,16.31,6.1,25.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,1.0,10.15,6.3,18.7,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1398,6.83,5.78,6.8,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1596,16.51,14.56,7.2,14.3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
917,16.85,12.74,6.4,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1629,12.44,14.75,7.0,27.8,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1645,16.26,8.04,7.7,22.3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1018,17.59,11.62,6.6,12.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,15.64,14.95,7.9,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1477,4.26,12.99,6.3,16.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1607,9.57,18.96,6.8,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
693,7.2,14.66,6.1,11.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
259,17.41,9.14,6.5,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1048,1.0,14.93,6.5,16.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1460,15.3,15.59,6.6,9.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
345,1.98,18.96,7.1,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,18.02,18.02,7.2,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,11.06,4.99,7.4,9.4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1112,15.42,6.41,7.2,2.7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1999,17.12,12.16,6.2,13.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1377,12.45,5.0,7.4,21.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
758,12.78,18.36,7.5,5.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1386,16.81,17.84,6.6,20.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1518,14.47,10.78,6.3,27.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
942,11.8,9.94,7.1,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1926,10.07,15.77,7.2,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,10.42,18.31,6.3,8.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
676,14.6,15.41,7.7,10.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
1979,6.68,8.65,6.2,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1537,2.11,14.59,6.2,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1171,16.09,5.83,7.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216,17.9,5.38,6.6,28.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1030,6.19,4.95,6.4,12.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
675,15.6,14.03,7.6,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
898,14.31,17.69,7.6,7.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1199,10.34,12.2,6.6,18.9,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1315,3.54,12.02,6.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1519,2.71,14.72,6.7,21.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1943,3.98,4.45,6.2,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
977,7.88,18.1,7.5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1014,17.2,5.74,6.1,18.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1512,16.7,4.56,7.0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
451,1.53,18.96,7.2,26.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,1.06,9.77,6.8,17.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1553,2.63,15.5,6.6,13.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1473,15.2,18.23,6.1,12.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1310,14.91,17.72,7.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1666,16.23,10.23,7.0,23.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1197,5.69,6.14,7.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,6.15,18.96,6.1,27.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1595,18.33,12.63,7.0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1675,8.4,12.15,6.2,6.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
956,13.43,12.9,7.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1603,13.01,18.96,6.7,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,5.9,7.85,7.3,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
203,6.58,16.83,6.3,21.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
863,5.7,16.68,7.2,18.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1026,13.73,4.62,7.0,2.8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1217,5.88,12.26,7.9,5.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1169,17.59,18.02,6.1,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
229,8.94,18.69,7.0,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1256,1.48,14.25,6.1,26.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1256,7.12,15.31,6.3,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
879,1.0,18.04,7.0,14.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
772,16.66,15.51,6.4,18.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1888,3.13,17.31,7.4,9.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1033,6.09,18.6,7.6,26.8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
1226,16.47,15.91,6.4,9.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1883,3.83,12.13,6.3,26.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
792,7.12,11.94,6.3,21.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1175,7.53,17.02,6.9,22.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1335,17.73,14.19,6.5,27.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
658,6.65,7.0,6.0,14.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
875,1.83,17.92,7.4,26.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
402,12.5,12.83,6.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,16.32,7.03,6.0,21.4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
448,2.02,18.96,6.1,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
919,16.18,6.08,7.6,17.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
882,17.19,15.46,6.2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,14.83,16.86,6.9,10.8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
919,17.46,10.17,7.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
307,4.81,3.29,6.6,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1353,7.03,16.88,7.4,5.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
226,2.55,11.26,6.1,24.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1185,16.53,3.27,7.0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999,12.62,18.8,6.9,17.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1358,18.01,17.85,7.8,10.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1538,12.94,18.89,6.2,27.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
152,7.45,18.07,7.6,12.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660,16.15,18.96,6.8,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1642,1.0,11.49,7.1,12.9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
485,16.54,16.94,7.5,7.3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
835,8.5,10.0,7.5,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1919,3.41,5.77,7.8,15.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1431,6.76,8.52,6.9,7.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1777,2.38,18.35,7.1,17.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
274,10.65,9.62,6.1,23.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
857,1.93,11.02,6.5,25.3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1488,1.19,18.33,7.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,6.36,5.97,6.1,12.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1198,1.26,8.32,6.2,5.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
1469,1.93,6.55,6.2,13.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1555,18.19,7.61,6.2,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
985,1.0,13.31,7.4,13.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1674,7.13,5.62,6.8,24.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
348,15.89,4.77,7.5,26.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1999,1.07,6.3,6.4,26.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
412,8.07,17.89,7.1,19.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
849,16.96,11.6,6.6,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
935,4.66,9.36,6.7,12.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1245,1.06,17.88,7.3,22.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
149,1.0,18.12,6.1,12.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
593,16.23,16.93,7.6,15.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
947,10.31,11.13,6.3,15.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,15.52,14.59,7.8,12.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1835,15.47,18.31,6.3,25.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
381,15.19,16.55,6.2,13.8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
781,15.37,17.63,7.7,27.1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1779,7.86,11.43,7.6,3.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
368,17.53,8.77,6.1,3.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1327,6.29,17.71,7.4,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1359,1.0,9.92,7.0,3.0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
944,1.94,16.76,6.0,22.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1213,10.77,15.54,7.5,14.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1187,18.72,15.47,6.1,7.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
899,12.52,17.82,6.7,12.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1415,15.62,13.23,7.1,4.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
872,15.34,12.69,7.1,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
945,12.33,16.93,6.6,25.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1362,11.65,18.96,6.4,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,10.93,18.11,6.1,26.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1162,6.66,13.76,6.9,26.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,16.04,18.24,6.7,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1455,12.91,12.59,7.2,25.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
821,6.19,12.53,6.7,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1794,6.02,13.83,6.3,20.8,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
886,10.61,11.96,6.2,21.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
382,5.18,12.74,6.8,14.8,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
813,13.85,13.2,6.0,21.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1634,11.21,11.81,7.8,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
588,15.29,18.96,7.3,7.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,1.92,9.58,7.7,27.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1219,13.61,9.05,6.9,20.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
565,13.23,17.24,6.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
702,13.91,17.3,7.5,5.1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
611,12.76,10.57,7.1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
431,8.11,15.99,7.2,15.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
872,18.34,18.96,6.2,8.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
276,17.61,18.83,6.2,12.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1738,6.77,9.45,7.7,13.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
357,17.73,12.6,7.0,5.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
988,17.81,16.54,6.2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,4.89,3.92,7.7,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1031,15.19,7.33,6.8,1.9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1759,4.3,17.46,7.7,11.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
742,11.83,18.6,7.6,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
924,11.36,17.58,7.1,1.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1913,16.05,5.26,6.1,22.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1322,1.66,10.75,6.4,23.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
205,7.51,14.16,7.3,9.9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
851,14.71,13.97,6.7,26.9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
369,5.56,12.51,6.0,25.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1999,11.77,11.97,6.3,5.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
902,9.15,9.02,6.8,12.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1772,6.8,18.55,7.1,20.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1316,1.5,8.9,7.1,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1295,10.03,17.48,6.7,17.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
537,1.54,18.96,6.4,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,7.51,18.6,6.0,13.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
773,16.11,14.66,6.3,11.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1561,3.03,14.15,6.0,11.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1130,5.41,11.11,7.3,10.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
699,17.48,8.78,7.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
982,5.23,15.62,6.1,11.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1005,17.47,10.12,7.3,4.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
729,8.61,17.46,6.2,22.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
847,4.03,12.05,6.1,19.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,8.34,16.42,6.3,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1721,2.02,13.73,6.6,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1320,8.04,12.7,7.5,25.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
378,10.47,11.88,7.2,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1126,6.65,4.62,7.3,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1312,10.73,5.34,6.8,15.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410,12.83,11.56,6.9,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
759,10.69,4.67,6.2,13.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
396,2.08,5.56,7.0,27.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
571,1.0,18.71,7.3,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1770,17.32,17.54,7.8,14.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1494,14.92,15.11,7.0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
466,6.46,15.35,7.2,21.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
894,7.16,9.35,6.2,28.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
673,16.7,8.94,7.4,24.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
742,7.12,18.96,6.0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1772,14.84,15.04,6.2,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
913,10.6,17.12,6.8,16.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
119,2.72,11.54,6.5,26.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
165,11.17,18.2,6.0,28.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
175,13.1,18.2,6.2,26.6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
367,5.58,13.28,7.0,21.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1127,17.77,10.65,6.0,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
936,1.94,13.63,6.4,10.9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1542,3.7,13.92,7.7,24.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1948,17.05,9.89,7.1,26.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
682,17.34,8.03,7.0,27.1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1946,5.91,14.91,6.9,24.2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1734,7.87,18.87,7.7,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1553,1.95,3.67,6.2,21.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
772,10.1,10.92,6.1,27.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1999,17.47,15.0,7.6,24.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
575,6.83,10.84,7.2,4.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
